265,2,1,0,28,1,19,1,1,1
4,101,8,2,14,5,11,0,1,4
2,4,253,3,9,1,9,0,2,4
1,0,2,124,3,8,2,0,1,2
1,1,3,1,246,3,7,0,0,4
0,0,0,0,0,216,18,0,1,17
0,0,0,0,5,3,185,1,0,16
18,0,0,6,1,19,19,738,2,1
0,0,0,1,0,2,0,0,53,0
0,0,0,0,0,0,2,0,0,236
